Date, Time, Weight
2021-01-01 00:00:21,2.588623
2021-01-01 00:00:22,2.588715
2021-01-01 00:00:23,2.606873
2021-01-01 00:00:24,2.596954
2021-01-01 00:00:25,2.629974
2021-01-01 00:00:26,2.595093
2021-01-01 00:00:27,2.623352
2021-01-01 00:00:28,2.611542
2021-01-01 00:00:29,2.620209
2021-01-01 00:00:30,2.599121
2021-01-01 00:00:31,2.59668
2021-01-01 00:00:32,2.596619
2021-01-01 00:00:33,2.598053
2021-01-01 00:00:34,2.613495
2021-01-01 00:00:35,2.608063
2021-01-01 00:00:36,2.61084
2021-01-01 00:00:37,2.597504
2021-01-01 00:00:38,2.609863
2021-01-01 00:00:39,2.595703
2021-01-01 00:00:40,2.631256
2021-01-01 00:00:41,2.624268
2021-01-01 00:00:42,2.613434
2021-01-01 00:00:43,2.621063
2021-01-01 00:00:44,2.616547
2021-01-01 00:00:46,2.613525
2021-01-01 00:00:47,2.61734
2021-01-01 00:00:48,2.672852
2021-01-01 00:00:49,2.642853
2021-01-01 00:00:50,2.634735
2021-01-01 00:00:51,2.653534
2021-01-01 00:00:52,2.646454
2021-01-01 00:00:53,2.653717
2021-01-01 00:00:54,2.641205
2021-01-01 00:00:55,2.637329
2021-01-01 00:00:56,2.630951
2021-01-01 00:00:57,2.639221
2021-01-01 00:00:58,2.632568
2021-01-01 00:00:59,2.642548
2021-01-01 00:01:00,2.637329
2021-01-01 00:01:01,2.632507
2021-01-01 00:01:02,2.635162
2021-01-01 00:01:03,2.612823
2021-01-01 00:01:04,2.617737
2021-01-01 00:01:05,2.618561
2021-01-01 00:01:06,2.6315
2021-01-01 00:01:07,2.63501
2021-01-01 00:01:09,2.637421
2021-01-01 00:01:10,2.63089
2021-01-01 00:01:11,2.625092
2021-01-01 00:01:12,2.628479
2021-01-01 00:01:13,2.630432
2021-01-01 00:01:14,2.628479
2021-01-01 00:01:15,2.634827
2021-01-01 00:01:16,2.631775
2021-01-01 00:01:17,2.637421
2021-01-01 00:01:18,2.643433
2021-01-01 00:01:19,2.641876
2021-01-01 00:01:20,2.629974
2021-01-01 00:01:21,2.64389
2021-01-01 00:01:22,2.644012
2021-01-01 00:01:23,2.647156
2021-01-01 00:01:24,2.639496
2021-01-01 00:01:25,2.630188
2021-01-01 00:01:26,2.625427
2021-01-01 00:01:27,2.628754
2021-01-01 00:01:28,2.622131
2021-01-01 00:01:29,2.638733
2021-01-01 00:01:30,2.624542
2021-01-01 00:01:32,2.621552
2021-01-01 00:01:33,2.625519
2021-01-01 00:01:34,2.621857
2021-01-01 00:01:35,2.631531
2021-01-01 00:01:36,2.626312
2021-01-01 00:01:37,2.636322
2021-01-01 00:01:38,2.635284
2021-01-01 00:01:39,2.631622
2021-01-01 00:01:40,2.628082
